names,prices,description,phone_model,city,date,view
Redmi note 8t,65 000 ₸,"Редми ноут 8т жагдайы жаксы 
Бетынде кышкене царапина бар 
Обмен бар 
Памят 64гб камера 48 м 
87075991749
Загадай... ",Мобильные телефоны » Xiaomi,Шымкент,28 ноября 2020 г.,  65 
Продам айфон 7 rose gold 32 g 75000,Договорная цена,В отличном состояний. Без царапин и трещин. Не разу не был на ремонте.,Мобильные телефоны » Apple,Павлодар,28 ноября 2020 г.,  94 
iPhone 128 gb red,65 000 ₸,Продам iPhone 7red 128 gb в хорошем состоянии,Мобильные телефоны » Apple,Нур-Султан (Астана),28 ноября 2020 г.,  75 
"Айфон 8, в отличном состоянии",120 000 ₸,"Телефон в новом состоянии, никаких царапин, сколов и тд нет, носила всегда в чехле и защитной пленке. По всем... ",Мобильные телефоны » Apple,Усть-Каменогорск,28 ноября 2020 г.,  20 
Айфон 7 32гб,67 000 ₸,Айфон 7 32гб в идеальном состояние все работает без комплектации сам телефон,Мобильные телефоны » Apple,Алматы,28 ноября 2020 г.,  58 
LG K8 состояние норм.экран трешина нет,20 000 ₸,LG K8 состояние норм.экран трешина нет,Мобильные телефоны » LG,Тараз,28 ноября 2020 г.,  33 
Срочно продам Айфон 5,40 000 ₸,Састаяни норм  все отлично касында чехолы бар заряттайтын Айфон 5 помять  16,Мобильные телефоны » Другой,Актобе,28 ноября 2020 г.,  46 
Сот телефон,50 000 ₸,Самсунг а10,Мобильные телефоны » Samsung,Актау,28 ноября 2020 г.,  35 
Смартфон Samsung a 51 черный 128 гб 115000,115 000 ₸,09. 09. 2020 алынган жаңа,Мобильные телефоны » Samsung,Туркестан,28 ноября 2020 г.,  56 
iPhone 5se 32Gb,35 000 ₸,"iPhone 5se 32Gb 
В комплекте зарядка и наушники 
Коробки нет , Айклауд чистый при вас выйду",Мобильные телефоны » Apple,Нур-Султан (Астана),28 ноября 2020 г.,  41 
iPhone X 64,220 000 ₸,"Продам Айфон х 64 гб в чёрном цвете . Состояние 10 из 10. Царапин, сколов трещин вмятин неисправностей нет. Защитное... ",Мобильные телефоны » Другой,Нур-Султан (Астана),28 ноября 2020 г.,  12 
Продается Нокиа. Телефон Nokia 1681. Отличный телефон для GSM связи.Сотка.,4 000 ₸,Продается Нокиа. Телефон Nokia 1681. Отличный телефон для GSM связи.,Мобильные телефоны » Nokia,Нур-Султан (Астана),28 ноября 2020 г.,  282 
Vivo 64Gb 4G в идеальном состояние,49 000 ₸,"Телефон в идеальном состояние всего 4 месяца в использование.
Очень удобный и Эксклюзивный дизайн. Торг уместен.",Мобильные телефоны » Vivo,Нур-Султан (Астана),28 ноября 2020 г.,  8 
продам айфон 5с,Договорная цена,Продам айфон5с в отличном состояние,Мобильные телефоны » AirOn,Актобе,28 ноября 2020 г.,  10 
Простые телефоны самсунг,9 000 ₸,Продам два простых телефона кнопочных  самсунг. Оригинал. В рабочем состоянии. Новые батарейки. Зарядное устройство.... ,Мобильные телефоны » Samsung,Нур-Султан (Астана),28 ноября 2020 г.,  44 
Продам телефон Самсунг А6 2018 года  в отличном состояний,40 000 ₸,Продам Самсунг А6 2018 года в отличном состояний,Мобильные телефоны » Samsung,Актау,28 ноября 2020 г.,  126 
Смартфон Самсунг S3 duos GT 19300i,21 000 ₸,Продам смартфон Самсунг S3 2х симочный в хорошем рабочем состоянии. Батарейка новая. Всё работает. Есть потёртости.... ,Мобильные телефоны » Samsung,Нур-Султан (Астана),28 ноября 2020 г.,  43 
Продам смартфон на запчасти,5 000 ₸,Продам Смартфон на запчасти не работает дисплей,Мобильные телефоны » Samsung,Актобе,28 ноября 2020 г.,  61 
Продам Samsung A40. В подарок 2 чехла,50 000 ₸,Продаю Samsung A40 в хорошем состоянии. Проблема с слотом Sim карты временами не читает симку. Торг уместен,Мобильные телефоны » Samsung,Сатпаев,28 ноября 2020 г.,  64 
IPhone X 256GB,240 000 ₸,"Apple iPhone X 256GB активирован 01. 09. 2020
iOS 14.1 ёмкость батареи 100%",Мобильные телефоны » Apple,Тараз,28 ноября 2020 г.,  87 
Смартфон,60 000 ₸,"Продам телефон, в хорошем состоянии, даже год не пользовался, заряд не берет, если что на запчасти кто хочет можете... ",Мобильные телефоны » Samsung,Шымкент,28 ноября 2020 г.,  10 
Samsung A51,85 000 ₸,"Новый, запечатанный телефон, не разу не открывался, заводская печать на месте",Мобильные телефоны » Samsung,Алматы,28 ноября 2020 г.,  101 
LG K8 состояние норм.трешина нет цена 20.000,Договорная цена,"LG K8 экран трешина нет состояние норм.
цена 20.000",Мобильные телефоны » LG,Тараз,28 ноября 2020 г.,  36 
Продам HUAWEI P30 LITE 128гб/4,75 000 ₸,"Продам HUAWEI P30 LITE в хорошем состоянии 128гб/4
В комплекте зарядка коробка и документы
Есть не большой торг звоните",Мобильные телефоны » Huawei,Мынбаев,28 ноября 2020 г.,  14 
Продаю телефон новый samsung Galaxy S20FE новый,250 000 ₸,"Совершенно новый телефон. Купила 31. 10. 2020 года. Есть чеки все как положено Продаю, потому что подарили.",Мобильные телефоны » Samsung,Атырау,28 ноября 2020 г.,  1044 
IPhone 7 128gb,60 000 ₸,"IPhone 7 128гб. Состояние отличное. Требует ремонта. Оригинал зарядка, наушники все в комплекте. С противоударной... ",Мобильные телефоны » Apple,Кульсары,28 ноября 2020 г.,  137 
"Новый iphone 11 pro 64Гб (неактивирован, на гарантии)",440 000 ₸,"Продам iPhone 11 pro 64Гб серый космос абсолютно новый. Не распакован, не активирован. На гарантии.

-iOS... ",Мобильные телефоны » Apple,Алматы,28 ноября 2020 г.,  260 
Sony Xperia XZ3,125 000 ₸,"Sony Xperia XZ3 4/64GB
Телефон очень хорошем состоянии
Комплект коробка, 3 чехол, переходник для... ",Мобильные телефоны » Sony,Алматы,28 ноября 2020 г.,  32 
Обменяю Самсунг А11 2020 года,Договорная цена,"Обменяю Самсунг А11 2020 года. Телефону 2 месяц, коробка чек имеются. Чехол и защитное стекло стоит с момента покупки.... ",Мобильные телефоны » Samsung,Экибастуз,28 ноября 2020 г.,  14 
Samsung galaxy s9,190 000 ₸,"Телефон куплен 6 месяцев назад За 300 тысяч, телефон оригинал, EAC, все сертификаты имеются также все камплектующие... ",Мобильные телефоны » Samsung,Алматы,28 ноября 2020 г.,  1149 
Huawei P20 Lite,50 000 ₸,Телефон в отличном состоянии. Все есть. Продаю в связи с покупкой нового телефона. Реальным покупателям есть скидка,Мобильные телефоны » Huawei,Алматы,28 ноября 2020 г.,  10 
Продам самсунг А30s,38 000 ₸,Продам телефон почти новый пользуюсь два месяца. Срочно нужны деньги. Документы в поселке потом привезу. А так все... ,Мобильные телефоны » Samsung,Нур-Султан (Астана),28 ноября 2020 г.,  44 
Продам телефон самсунг А11 бу,60 000 ₸,Новый купил 11.01.20,Мобильные телефоны » Samsung,Кокшетау,28 ноября 2020 г.,  2 
Продам сот телефон самсунг а 5,Договорная цена,Продам в отл состояний Самсунг А 5,Мобильные телефоны » Samsung,Талдыкорган,28 ноября 2020 г.,  5 
Samsung s20+,320 000 ₸,"Телефон совершенно новый, ни разу не заряжался. Единственное открыта коробка. Гарантия и чек имеется.",Мобильные телефоны » Samsung,Алматы,28 ноября 2020 г.,  54 
Срочно продаю LG k10,16 000 ₸,"в идеальном состоянии, память 16/2, золотым цветом, покупайте, чехол в подарок.",Мобильные телефоны » LG,Шымкент,28 ноября 2020 г.,  93 
Продаю Сяоми ми плей 64 памяти и 4 рам,38 000 ₸,"Самое лучшее состояние, как новый память 64, оперативной 4, синим цветом каробка с документами всé есть",Мобильные телефоны » Другой,Шымкент,28 ноября 2020 г.,  473 
Продам huawei p smart z,62 000 ₸,"Телефон покупал в мае, коробка документы все есть, выдвижная камера, память 64гб. Срочно.",Мобильные телефоны » Huawei,Нур-Султан (Астана),28 ноября 2020 г.,  30 
Айфон 8+,100 000 ₸,"Обмен не интересует! 
Память телефона 64гб, в комплектации только наушники родные. Нужно заменить задний корпус",Мобильные телефоны » Apple,Актау,28 ноября 2020 г.,  65 
Телефон хорошом состояние. Срочно,50 000 ₸,Телефон хорошом состояние. Купила за 70000 тг использовал 6 месяц. Продам за 50000тг. Срочно. Минус только телефоне... ,Мобильные телефоны » OPPO,Сарыкемер,28 ноября 2020 г.,  67 
Телефон,6 000 ₸,Продам телефон PHilips рабочий есть  экрана трещины но на работу не влиять 4g или обмен пишите сюда,Мобильные телефоны » Philips,Шымкент,28 ноября 2020 г.,  225 
Продам айфон 7 32 гб,90 000 ₸,"Продам айфон 7, состояние отличное 32гб",Мобильные телефоны » Apple,Караганда,28 ноября 2020 г.,  120 
IPhone 6/ айфон 6,50 000 ₸,"Оригинал. 32 гб в цвете gold в отличном состоянии.
Продаю в связи с тем что купила новый. Возможен торг",Мобильные телефоны » Apple,Алматы,28 ноября 2020 г.,  165 
SAMSUNG Galaxy J4,25 000 ₸,"Продам Samsung J4 2018г
Без обмена 
Память 32гиг
В ремонте не был
Коробка есть 
Наушник,зарядка есть
Продаю по причине... ",Мобильные телефоны » Samsung,Талдыкорган,28 ноября 2020 г.,  30 
IPhone XS XS MAX,"600 000 ₸ 
                                    Срочно, торг
                                ","IPhone Xs Xs Max С Америки. 
Год гарантий от apple store",Мобильные телефоны » Apple,Алматы,28 ноября 2020 г.,  16394 
IPhone 7 Plus 128GB,120 000 ₸,"Продаю iPhone 7 Plus на 128GB. Телефон в идеальном состоянии, ни разу не вскрывался. Телефон работает отлично,... ",Мобильные телефоны » Apple,Алматы,28 ноября 2020 г.,  16 
Прадою телефон,3 500 ₸,"Здравствуй дорогой покупатель, подойдёт на запчасти или можно вастановить, muze,

Звонки не беру! Доставку не могу",Мобильные телефоны » Meizu,Алматы,28 ноября 2020 г.,  23 
продаю iphone xr,190 000 ₸,Продаю iphone xr в идеальном состоянии без царапин вся комплектация кроме наушников,Мобильные телефоны » Apple,Караганда,28 ноября 2020 г.,  9 
мобильный телефон,130 000 ₸,"Срочно Продаю iphone7 32 GB 
В отличном состояний вложении не требует",Мобильные телефоны » Apple,Уральск,28 ноября 2020 г.,  16 
Продам телефон Самсунг S9,85 000 ₸,"Продам телефон Самсунг S9 состояние отличное, звоните по телефону плюс чехол новый матовый силиконовый, плотный",Мобильные телефоны » Samsung,Караганда,28 ноября 2020 г.,  13 
Телефон Samsung CORBY,5 000 ₸,"Продам телефон Samsung 
CORBY GT-S3650
В хорошем состоянии",Мобильные телефоны » Samsung,Нур-Султан (Астана),28 ноября 2020 г.,  103 
Продам телефон,40 000 ₸,"Телефон в отличном состояние, продвю в связи с тем что дети отдают свой.",Мобильные телефоны » Meizu,Каскелен,28 ноября 2020 г.,  281 
продам айфон 6 64гб,65 000 ₸,Телефон в идеальном состоянии в комплекте зарядка в гарантии не одной царапини,Мобильные телефоны » Apple,Экибастуз,28 ноября 2020 г.,  212 
Продаю Мобильный телефон,200 000 ₸,смартфон САМСУНГ А20 вместе с аккаунтом фри фаером,Мобильные телефоны » Samsung,Нур-Султан (Астана),28 ноября 2020 г.,  68 
Телефон продам,6 000 ₸,"Телефон хороший, трещина на экране. Все хорошо работает.",Мобильные телефоны » Huawei,Алматы,28 ноября 2020 г.,  1340 
Samsung not 8,100 000 ₸,"Состояния телефона идеальное, кто купит не пожалеет! Полный комплект, на фото видно!",Мобильные телефоны » Samsung,Алматы,28 ноября 2020 г.,  17 
IPhone 7+ 32 GB EAC Первое поколения RM/A ( Идеал. Сост. ),115 000 ₸,"Телефон в идеальном состояний, нет ни царапины ни скола на экране, покупался в Сулпаке год назад за 289. 000тг 
Ни... ",Мобильные телефоны » Apple,Алматы,28 ноября 2020 г.,  55 
iPhone 7+ EAC первое поколения RM/A (идеал.сост.),115 000 ₸,"Телефон в идеальном состояний,нет ни царапины ни скола на экране,покупался в Сулпаке год назад за 289.000тг 
Ни разу... ",Мобильные телефоны » Apple,Алматы,28 ноября 2020 г.,  55 
срочно продам телефон!,20 000 ₸,Продам телефон LG stylus 2 предпоследняя версия. Телефон также имеет встроенный stylus (ручка сенсорного управления) и... ,Мобильные телефоны » LG,Алматы,28 ноября 2020 г.,  191 
"Айфон 6, 16 гб коробка есть,",30 000 ₸,Продам айфон 6 в отличном состоянии.,Мобильные телефоны » Apple,Отеген батыр,28 ноября 2020 г.,  44 
продам iPhone 11 Pro 64 Gb,460 000 ₸,"Продам iPhone 11 Pro 64 Gb зелёного цвета. Приобрела 17 сентября этого года за 476 589 тг. Чек, гарантийный талон все... ",Мобильные телефоны » Apple,Актау,28 ноября 2020 г.,  189 
Samsung A01,28 000 ₸,Продам,Мобильные телефоны » Samsung,Нур-Султан (Астана),28 ноября 2020 г.,  13 
"HUAWEI P20 lite, 64/4 GB, В отличном состоянии",40 000 ₸,"SIM карты 2
 Материал корпуса металл и стекло
 Диагональ дисплея 5.84 дюйма 
Разрешение экрана 2340х1080 full hd... ",Мобильные телефоны » Huawei,Алматы,28 ноября 2020 г.,  211 
iPhone X 64Gb EAC (Первое поколения RM/A) Идеал,190 000 ₸,"Телефон в идеальном состояний 10/10,нет ни царапины ни скола на экране,покупался в Сулпаке год назад за 439.000тг
Ни... ",Мобильные телефоны » Apple,Алматы,28 ноября 2020 г.,  63 
IPhone 7+ 32Gb EAC первое поколения RM/A (Идеал. Сост),115 000 ₸,"Телефон в идеальном состояний, нет ни царапины ни скола на экране, покупался в Сулпаке год назад за 289. 000тг 
Ни... ",Мобильные телефоны » Apple,Алматы,28 ноября 2020 г.,  59 
IPhone X 64Gb EAC первое поколения (RM/A) <идеал. Сост. >,190 000 ₸,"Телефон в идеальном состояний 10/10, нет ни царапины ни скола на экране, покупался в Сулпаке год назад за 439.... ",Мобильные телефоны » Apple,Алматы,28 ноября 2020 г.,  50 
Телефон Nokia 105,4 000 ₸,"Телефон в хорошем состоянии, батарею держит. В комплекте, документы есть.",Мобильные телефоны » Nokia,Караганда,28 ноября 2020 г.,  272 
Продам телефон,60 000 ₸,,Мобильные телефоны » Samsung,Кентау,28 ноября 2020 г.,  3087 
Продам мобильный телефон,30 000 ₸,,Мобильные телефоны » RugGear,Алматы,28 ноября 2020 г.,  3171 
iPhone 12 Blue,270 000 ₸,"айфон 12 на 64гб, евротест, раб с любыми симками
весь в пленках, как на фото
гарантия один год",Мобильные телефоны » Apple,Нур-Султан (Астана),28 ноября 2020 г.,  29 
"Смартфон Xiaomi Redmi Note 8 Pro 6/64 Green, продам.",79 000 ₸,"Смартфон Xiaomi Redmi Note 8 Pro 6/64 Green, продам. Тянет тяжелые игры на максималках. Основные достоинства: очень... ",Мобильные телефоны » Xiaomi,Тараз,28 ноября 2020 г.,  260 
Айфон 12,400 000 ₸,Ашылмаган цвет чёрный.400000 окончательно,Мобильные телефоны » Apple,Актау,28 ноября 2020 г.,  25 
Смартфон сатылады,6 000 ₸,LG D380 смартфон сатылады материнская платасы күйген ауыстырып салуға болады басқа жері сау.,Мобильные телефоны » LG,Актау,28 ноября 2020 г.,  353 
Продам Айфон 6+,30 000 ₸,"Продам Айфон 6+ требуется ремонт сенсор не работает, батарейка новая, цена 30000. Торг уместен.",Мобильные телефоны » Apple,Алматы,28 ноября 2020 г.,  245 
Huawei P10,40 000 ₸,"Изящный имиджевый аппарат с мощной начинкой и двойной камерой Leica
SoC HiSilicon Kirin 960, 8 ядер: 4@2,4 ГГц (ARM... ",Мобильные телефоны » Huawei,Павлодар,28 ноября 2020 г.,  63 
Обменяю на Телефон.Пишити сюда свои предложения.,7 000 ₸,"Обмен на Телефон.
Материнка
Процесор-2.8core
Озу-2gb DDR3
Видео карта-1gb
ВСЁ РАБОТАЕТ ИДЕАЛЬНО ОДИН ДЕНЬ! НА ПРОВЕРКУ!",Мобильные телефоны » Samsung,Алматы,28 ноября 2020 г.,  115 
Iphone 7 plus 128GB,130 000 ₸,Продам Iphone 7+ В идеальном состоянии. Коробка зарядка есть. Все запчати оригинальные. Ничего не меняли,Мобильные телефоны » Apple,Алматы,28 ноября 2020 г.,  59 
Срочно продаётся простой телефон,6 000 ₸,Срочно продаётся простой телефон Nokia новый качественный телефон один сим карты зарядка подарок окончательный цена... ,Мобильные телефоны » Nokia,Актау,28 ноября 2020 г.,  46 
IPhone 7 128Gb Jailbreak,105 000 ₸,"Продам iPhone 7, Black Matte, 128Gb, iOS 12. 4 Jailbreak (unk0ver), Model 1660
Состояние отличное, царапин и вмятин... ",Мобильные телефоны » Apple,Алматы,28 ноября 2020 г.,  990 
Продам телефон lenovo A536,10 000 ₸,"Продам lenovo A536. Всё работает, только надо поменять батарею.",Мобильные телефоны » Другой,Актобе,28 ноября 2020 г.,  527 
Самсунг дуос,41 000 ₸,"Самсунг дуос оригинал. Все работает в идеале, коробка, документы все есть. Цена 45 000. Торг!",Мобильные телефоны » Samsung,Нур-Султан (Астана),28 ноября 2020 г.,  1126 
Продам телефоны,27 000 ₸,"Самсунг. Коробка, документы. Работает в идеале. Без сколов и царапин, в защитной пленке.",Мобильные телефоны » Samsung,Нур-Султан (Астана),28 ноября 2020 г.,  1597 
Смартфоны,90 000 ₸,iPhone 7. Цвет Rose Gold. Память 128gb. В хорошем состоянии,Мобильные телефоны » Apple,Алматы,28 ноября 2020 г.,  35 
iPhone 7,70 000 ₸,"Состояние 7/10 
Все оригинальное не был в ремонте 
Имеется только Зарядка 
КОРОБКИ НЕТ (потерян при переезде)
Стоит... ",Мобильные телефоны » Другой,Нур-Султан (Астана),28 ноября 2020 г.,  43 
Телефон,39 990 ₸,Продам смартфон oneplus 3t отличный телефон характеристики можете глянуть в интернете. Поставил производитель оппо... ,Мобильные телефоны » OPPO,Усть-Каменогорск,28 ноября 2020 г.,  735 
Huawei Mate 20 Lite Идеальное состояние,60 000 ₸,"Добрый день! Продается один из самых успешных телефонов компании Huawei.

Huawei Mate 20 lite
64 /4 gb
Батарейка 4000... ",Мобильные телефоны » Huawei,Актау,28 ноября 2020 г.,  62 
Айфон 10,120 000 ₸,"Продам Айфон Х оригинал, состоянии хорошее только экран сломан, ремонт стоит 40 тыс, продам за 120. 000 память 256 гб",Мобильные телефоны » Apple,Каскелен,28 ноября 2020 г.,  143 
Xiaomi Mi A3,78 000 ₸,Продаю сот. телефон Xiaomi Mi A3 128гб. В отличном состоянии.,Мобильные телефоны » Xiaomi,Актау,28 ноября 2020 г.,  117 
Продам телефон орро,Договорная цена,Продам телефон орро а 1 к телефон хорошая не одна минусы нет Интернет отлично работает,Мобильные телефоны » OPPO,Нур-Султан (Астана),28 ноября 2020 г.,  4 
Продам Смартфон Хуавей П10 флагман,40 000 ₸,"Телефон в отличном состоянии, в стекле, чехле+3 новых чехла",Мобильные телефоны » Huawei,Кокшетау,28 ноября 2020 г.,  44 
Продам Huawei или Обмен,Договорная цена,"Продам или Обменяю Huawei mate 10 porsche design 256гб в отличное состояние имется только зарядка, все что интересует... ",Мобильные телефоны » Huawei,Алматы,28 ноября 2020 г.,  54 
iPhone 6,45 000 ₸,Телефон в отличном состоянии,Мобильные телефоны » Apple,Кокшетау,28 ноября 2020 г.,  69 
OPPO A 5,70 000 ₸,OPPO A 5 Сатылады каропка дакумент зарядка наушник барлығы бар бір жарым айдай болды алғаныма,Мобильные телефоны » OPPO,Шалкар (Алматинская область),28 ноября 2020 г.,  10 
Телефондар сатылады,13 000 ₸,"Телефондар сатылады Техет каропка дакумент зарядка наушник барлығы бар 8мың 
Нокиа лумия 5мың каропка дакумент зарядка... ",Мобильные телефоны » teXet,Шалкар (Алматинская область),28 ноября 2020 г.,  20 
Телефондар сатылады,13 000 ₸,"Телефондар сатылады Техет каропка дакумент зарядка наушник барлығы бар 8мың 
Нокиа лумия 5мың каропка дакумент зарядка... ",Мобильные телефоны » teXet,Шалкар (Алматинская область),28 ноября 2020 г.,  20 
Продам телефон,15 000 ₸,Телефон в рабочем состоянии разбит экран но на работу не влияет,Мобильные телефоны » Samsung,Тараз,28 ноября 2020 г.,  39 
Продам телефон Самсунг j3,25 000 ₸,Телефон самсунгj3 в отличном состоянии,Мобильные телефоны » Samsung,Тараз,28 ноября 2020 г.,  23 
Продам телефон lgk7,5 000 ₸,Телефон работает но требует замены экрана интернет н+,Мобильные телефоны » LG,Тараз,28 ноября 2020 г.,  23 
Huawei m10 liv 64 gb,25 000 ₸,Продам телефон,Мобильные телефоны » Huawei,Нур-Султан (Астана),28 ноября 2020 г.,  10 
Iphone XR,180 000 ₸,"Iphone XR новое состояние, цвет черный, комплект зарядка, коробка",Мобильные телефоны » Apple,Актобе,28 ноября 2020 г.,  57 
Iphone 5s,Договорная цена,"Продается Iphone 5s в хорошем состояний, документы есть. 20000 тг, есть торг",Мобильные телефоны » Apple,Атырау,28 ноября 2020 г.,  13 
Телефон Huawei P20,70 000 ₸,Huawei P20 128 гб камера 20 мгп,Мобильные телефоны » Huawei,Алматы,28 ноября 2020 г.,  39 
Продам Iphone 6 16 gb,45 000 ₸,Срочно Продам iphone 6 16 gb состояния отличное в комплекте все есть наушник зарядка родной. Царапины и трещин нет.... ,Мобильные телефоны » Apple,Тараз,28 ноября 2020 г.,  41 
продам iPhone 7,75 000 ₸,"Продам айфон 7 32 гб в отличном состоянии полный комплект. Тач работает экран оригинал, в ремонте не был. Торга нет",Мобильные телефоны » Apple,Аксу,28 ноября 2020 г.,  68 
IPhone 7 plus,140 000 ₸,Обмен бар с доп,Мобильные телефоны » Apple,Нур-Султан (Астана),28 ноября 2020 г.,  42 
Соткалар сатылад арзан багада,17 000 ₸,"Самсунг Ж3 багасы 17000
ЛЖ К8 17000
Минус жок состояние оте жаксы

Или екеуин айфон 6 ауыстырам",Мобильные телефоны » Samsung,Актау,28 ноября 2020 г.,  13 
Galaxy a 51,87 000 ₸,"Смартфон в отличном состоянии 64gb суперамолед экран , 4г оперативка LPDDR4X, 4G,принемаю звонки писать по делу !!",Мобильные телефоны » Samsung,Шымкент,28 ноября 2020 г.,  49 
iPhone 6s,48 000 ₸,Продам  iPhone 6s в отличном состоянии,Мобильные телефоны » Apple,Нур-Султан (Астана),28 ноября 2020 г.,  6 
продам Айфон 11,Договорная цена,"телефон куплен 20 октЯбря 2020 года, наушники и зарядка оригинал, коробка в актау ,",Мобильные телефоны » Apple,Атырау,28 ноября 2020 г.,  28 
HUAWEI Y5,Договорная цена,HUAWEI Y5 2018 сатылат жаксы куйде минус жок,Мобильные телефоны » Huawei,Атырау,28 ноября 2020 г.,  21 
"Samsung A70 черный цвет,128gb",125 000 ₸,"Покупал месяц назад, имеется коробка и оригинальная зарядка Fast Charge, чехол в подарок
Характеристики:
Размер... ",Мобильные телефоны » Samsung,Алматы,28 ноября 2020 г.,  9 
Самсунг А5 2017года есть зарядка срочно продаю,Договорная цена,Срочно продаю самсунг А3 2017года за 35000тенге,Мобильные телефоны » Samsung,Атырау,28 ноября 2020 г.,  22 
Nokia C6-01. Смартфон в очень удобном корпусе из нержавеющей стали.,19 500 ₸,Nokia C6-01. 3 Смартфон в очень удобном компактном корпусе из нержавеющей стали. Помещается в любой кармашек. Сделано... ,Мобильные телефоны » Nokia,Алматы,28 ноября 2020 г.,  19130 
Срочно продом сотовый телефон почтый новый,55 000 ₸,Отлично состояние почтый новый месяц не было зачита зарядка каробка все комплекте,Мобильные телефоны » Другой,Актау,28 ноября 2020 г.,  50 
LG G6,65 000 ₸,"Технические характеристики LG G6. Размеры: 71.9 x 148.9 x 7.9 мм, Вес: 163 г, SoC: Qualcomm Snapdragon 821 MSM8996... ",Мобильные телефоны » LG,Актау,28 ноября 2020 г.,  1 
LG G6,65 000 ₸,"Технические характеристики LG G6. Размеры: 71.9 x 148.9 x 7.9 мм, Вес: 163 г, SoC: Qualcomm Snapdragon 821 MSM8996... ",Мобильные телефоны » LG,Актау,28 ноября 2020 г.,  1 
продаю IPHONE X,Договорная цена,"Продаю IPhone X ❗️❗️❗️
Пользовалась Аккуратно 👍🏻 
Память : 256 ГБ
Состояние: Отличное 
Ёмкость аккумулятора :... ",Мобильные телефоны » Apple,Алматы,28 ноября 2020 г.,  24 
Продам Meizu или обмен,30 000 ₸,Полный комплект. Возможен обмен на велосипед или ps3,Мобильные телефоны » Meizu,Шахтинск,28 ноября 2020 г.,  63 
IPhone 7 128gb,120 000 ₸,"Продам айфон 7, 128Gb пользовался им полтора года. Телефон в первоначальной комплектации, ничего не менял, всё... ",Мобильные телефоны » Apple,Турара Рыскулова,28 ноября 2020 г.,  60 
Продам телефон,80 000 ₸,"Продам телефон. Почти новый,пользовались 1 месяц. В отличном состоянии. Документы,коробка,зарядное устройство оригинал.",Мобильные телефоны » Другой,Нур-Султан (Астана),28 ноября 2020 г.,  5 
Продам или обмен на айфон,50 000 ₸,"Продам Huawei p20 lite или обсен состояние хорошое. 64GB, NFC, 4G, 2sim, Android 9.1",Мобильные телефоны » Huawei,Костанай,28 ноября 2020 г.,  30 
Продам телефон,15 000 ₸,Продам телефон LG K8 (2016),Мобильные телефоны » LG,Шахтинск,28 ноября 2020 г.,  17 
Продам iPhone 8 на 64 гб. (цена окончательная! обмен не интересует! ),150 000 ₸,"Продам iPhone 8 на 64 гб. Телефону 10 месяцев, все своё родное, постоянно носился в чехле. В комплекте сам телефон,... ",Мобильные телефоны » Apple,Нур-Султан (Астана),28 ноября 2020 г.,  114 
Iphone 7 32gb,80 000 ₸,"Продам айфон 7 32 гб в отличном состоянии отпечаток работает идеально есть чехол и защитное стекло
Продам либо обмен... ",Мобильные телефоны » Apple,Алматы,28 ноября 2020 г.,  720 
Iphone 6,40 000 ₸,"Продам айфон 6 голд 32 гиг в хорошем состоянии айос 12. 4
Желательно писать",Мобильные телефоны » Apple,Алматы,28 ноября 2020 г.,  28 
Iphone 8 64 гб,150 000 ₸,"Продам айфон 8 64 гб белого цвета! Состояние идеал, без царапин и сколов. На ремонте не был! Все родное! Коробка... ",Мобильные телефоны » Apple,Актобе,28 ноября 2020 г.,  50 
Продам смартфон30s,60 000 ₸,Хорошим састаяния строчна нужен денег стекло менять 13тыча толка трещина не валить экран,Мобильные телефоны » AGM,Сатпаев,28 ноября 2020 г.,  7 
Продаётся сотка j1,Договорная цена,Телефон в хорошем состоянии.,Мобильные телефоны » Samsung,Алматы,28 ноября 2020 г.,  54 
Продам IPhone 6,34 000 ₸,"Телефон в хорошем состоянии, с коробкой 
Все функции работают идеально номер 8",Мобильные телефоны » Apple,Алматы,28 ноября 2020 г.,  110 
iPhone 7 red,150 000 ₸,"Состояние отличное. Недавно купила. 128гб. 
Зарядка, наушник, документ имеется.",Мобильные телефоны » Apple,Кызылорда,28 ноября 2020 г.,  35 
Телефон,6 000 ₸,Продам телефон леново в хорошем состоянии за 6000 торг не принемаеться,Мобильные телефоны » Другой,Караганда,28 ноября 2020 г.,  120 
Neffos телефон,27 000 ₸,"Продам neffos c9a
Документы зарядка чехол имеются в подарок флешка СРОЧНО! ТОРГ НЕ ПРИНЕМАЕТЬСЯ!",Мобильные телефоны » Другой,Караганда,28 ноября 2020 г.,  95 
Nokia N73ME,55 000 ₸,"Nokia N73 Music Edition: 3G, 2 камеры (3, 2 Мп, разрешение 2048*1536), слот для карты памяти miniSD, USB, радио,... ",Мобильные телефоны » Nokia,Семей,28 ноября 2020 г.,  35904 
Самсунг J5 2015,20 000 ₸,Телефон в хорошем состояние,Мобильные телефоны » Другой,Каскелен,28 ноября 2020 г.,  22 
Samsung a3 2017 МИНУС ЖОК,25 000 ₸,"Samsung a3 2017 МИНУС ЖОК
25000 ТЕНГЕ СРОЧНА
тез арада сатам
87711152814",Мобильные телефоны » Samsung,Актау,28 ноября 2020 г.,  86 
HUAWEI TAG L21,25 000 ₸,,Мобильные телефоны » Huawei,Сарыагаш,28 ноября 2020 г.,  1663 
